product_id,product_name,subcategory,brand,unit_price,description
ENT090,Cobra Kai (HBO Max),Movies,HBO Max,1099,Action-comedy series continuing Karate Kid legacy Available on HBO Max in category Movies.
ENT091,Jack Ryan (HBO Max),TV Shows,HBO Max,1109,Action thriller series following CIA analyst Jack Ryan Available on HBO Max in category TV Shows.
ENT092,The Queen's Gambit (HBO Max),Documentaries,HBO Max,1119,Limited series about a young chess prodigy Available on HBO Max in category Documentaries.
ENT093,Encanto (HBO Max),Kids & Family,HBO Max,1129,Animated musical movie about a magical Colombian family Available on HBO Max in category Kids & Family.
ENT094,Turning Red (HBO Max),Anime,HBO Max,1139,Animated coming-of-age film about a teenage girl transforming into a red panda Available on HBO Max in category Anime.
ENT095,The Handmaid's Tale (HBO Max),Reality Shows,HBO Max,1149,Dystopian drama series based on Margaret Atwood's novel Available on HBO Max in category Reality Shows.
ENT096,Only Murders in the Building (HBO Max),Netflix Originals,HBO Max,1159,Comedy-mystery series about three neighbors solving crimes Available on HBO Max in category Netflix Originals.
ENT097,Foundation (HBO Max),Hulu Originals,HBO Max,1169,Adaptation of Isaac Asimov's classic sci-fi series Available on HBO Max in category Hulu Originals.
ENT098,Servant (HBO Max),Disney Originals,HBO Max,1179,Thriller series about a grieving couple and a nanny Available on HBO Max in category Disney Originals.
ENT099,For All Mankind (HBO Max),Movies,HBO Max,1189,Alternative history series about the space race Available on HBO Max in category Movies.
ENT100,Nailed It! (HBO Max),TV Shows,HBO Max,1199,Comedy reality baking show with amateur bakers Available on HBO Max in category TV Shows.
ENT101,Stranger Things (Apple TV+),Documentaries,Apple TV+,1209,Netflix Original sci-fi series about supernatural events Available on Apple TV+ in category Documentaries.
ENT102,The Witcher (Apple TV+),Kids & Family,Apple TV+,1219,Fantasy series following Geralt of Rivia battling monsters and politics Available on Apple TV+ in category Kids & Family.
ENT103,Money Heist (Apple TV+),Anime,Apple TV+,1229,Spanish crime drama about a group of robbers executing heists Available on Apple TV+ in category Anime.
ENT104,The Mandalorian (Apple TV+),Reality Shows,Apple TV+,1239,Star Wars series following the bounty hunter Din Djarin Available on Apple TV+ in category Reality Shows.
ENT105,Loki (Apple TV+),Netflix Originals,Apple TV+,1249,Marvel series following the God of Mischief Available on Apple TV+ in category Netflix Originals.
ENT106,The Boys (Apple TV+),Hulu Originals,Apple TV+,1259,Dark superhero series exploring corruption and vigilante justice Available on Apple TV+ in category Hulu Originals.
ENT107,Ted Lasso (Apple TV+),Disney Originals,Apple TV+,1269,Comedy series about a coach managing an English football team Available on Apple TV+ in category Disney Originals.
ENT108,Our Planet (Apple TV+),Movies,Apple TV+,1279,Nature documentary series narrated by David Attenborough Available on Apple TV+ in category Movies.
ENT109,My Octopus Teacher (Apple TV+),TV Shows,Apple TV+,1289,Documentary about a filmmaker bonding with an octopus Available on Apple TV+ in category TV Shows.
ENT110,Cobra Kai (Apple TV+),Documentaries,Apple TV+,1299,Action-comedy series continuing Karate Kid legacy Available on Apple TV+ in category Documentaries.
ENT111,Jack Ryan (Apple TV+),Kids & Family,Apple TV+,1309,Action thriller series following CIA analyst Jack Ryan Available on Apple TV+ in category Kids & Family.
ENT112,The Queen's Gambit (Apple TV+),Anime,Apple TV+,1319,Limited series about a young chess prodigy Available on Apple TV+ in category Anime.
ENT113,Encanto (Apple TV+),Reality Shows,Apple TV+,1329,Animated musical movie about a magical Colombian family Available on Apple TV+ in category Reality Shows.
ENT114,Turning Red (Apple TV+),Netflix Originals,Apple TV+,1339,Animated coming-of-age film about a teenage girl transforming into a red panda Available on Apple TV+ in category Netflix Originals.
ENT115,The Handmaid's Tale (Apple TV+),Hulu Originals,Apple TV+,1349,Dystopian drama series based on Margaret Atwood's novel Available on Apple TV+ in category Hulu Originals.
ENT116,Only Murders in the Building (Apple TV+),Disney Originals,Apple TV+,1359,Comedy-mystery series about three neighbors solving crimes Available on Apple TV+ in category Disney Originals.
ENT117,Foundation (Apple TV+),Movies,Apple TV+,1369,Adaptation of Isaac Asimov's classic sci-fi series Available on Apple TV+ in category Movies.
ENT118,Servant (Apple TV+),TV Shows,Apple TV+,1379,Thriller series about a grieving couple and a nanny Available on Apple TV+ in category TV Shows.
ENT119,For All Mankind (Apple TV+),Documentaries,Apple TV+,1389,Alternative history series about the space race Available on Apple TV+ in category Documentaries.
ENT120,Nailed It! (Apple TV+),Kids & Family,Apple TV+,1399,Comedy reality baking show with amateur bakers Available on Apple TV+ in category Kids & Family.
ENT121,Stranger Things (SonyLIV),Anime,SonyLIV,1409,Netflix Original sci-fi series about supernatural events Available on SonyLIV in category Anime.
ENT122,The Witcher (SonyLIV),Reality Shows,SonyLIV,1419,Fantasy series following Geralt of Rivia battling monsters and politics Available on SonyLIV in category Reality Shows.
ENT123,Money Heist (SonyLIV),Netflix Originals,SonyLIV,1429,Spanish crime drama about a group of robbers executing heists Available on SonyLIV in category Netflix Originals.
ENT124,The Mandalorian (SonyLIV),Hulu Originals,SonyLIV,1439,Star Wars series following the bounty hunter Din Djarin Available on SonyLIV in category Hulu Originals.
ENT125,Loki (SonyLIV),Disney Originals,SonyLIV,1449,Marvel series following the God of Mischief Available on SonyLIV in category Disney Originals.
ENT126,The Boys (SonyLIV),Movies,SonyLIV,1459,Dark superhero series exploring corruption and vigilante justice Available on SonyLIV in category Movies.
ENT127,Ted Lasso (SonyLIV),TV Shows,SonyLIV,1469,Comedy series about a coach managing an English football team Available on SonyLIV in category TV Shows.
ENT128,Our Planet (SonyLIV),Documentaries,SonyLIV,1479,Nature documentary series narrated by David Attenborough Available on SonyLIV in category Documentaries.
ENT129,My Octopus Teacher (SonyLIV),Kids & Family,SonyLIV,1489,Documentary about a filmmaker bonding with an octopus Available on SonyLIV in category Kids & Family.
ENT130,Cobra Kai (SonyLIV),Anime,SonyLIV,1499,Action-comedy series continuing Karate Kid legacy Available on SonyLIV in category Anime.
ENT131,Jack Ryan (SonyLIV),Reality Shows,SonyLIV,1509,Action thriller series following CIA analyst Jack Ryan Available on SonyLIV in category Reality Shows.
ENT132,The Queen's Gambit (SonyLIV),Netflix Originals,SonyLIV,1519,Limited series about a young chess prodigy Available on SonyLIV in category Netflix Originals.
ENT133,Encanto (SonyLIV),Hulu Originals,SonyLIV,1529,Animated musical movie about a magical Colombian family Available on SonyLIV in category Hulu Originals.
ENT134,Turning Red (SonyLIV),Disney Originals,SonyLIV,1539,Animated coming-of-age film about a teenage girl transforming into a red panda Available on SonyLIV in category Disney Originals.
ENT135,The Handmaid's Tale (SonyLIV),Movies,SonyLIV,1549,Dystopian drama series based on Margaret Atwood's novel Available on SonyLIV in category Movies.
ENT136,Only Murders in the Building (SonyLIV),TV Shows,SonyLIV,1559,Comedy-mystery series about three neighbors solving crimes Available on SonyLIV in category TV Shows.
ENT137,Foundation (SonyLIV),Documentaries,SonyLIV,1569,Adaptation of Isaac Asimov's classic sci-fi series Available on SonyLIV in category Documentaries.
ENT138,Servant (SonyLIV),Kids & Family,SonyLIV,1579,Thriller series about a grieving couple and a nanny Available on SonyLIV in category Kids & Family.
ENT139,For All Mankind (SonyLIV),Anime,SonyLIV,1589,Alternative history series about the space race Available on SonyLIV in category Anime.
ENT140,Nailed It! (SonyLIV),Reality Shows,SonyLIV,1599,Comedy reality baking show with amateur bakers Available on SonyLIV in category Reality Shows.
ENT141,Stranger Things,Netflix Originals,Netflix,1609,Netflix Original sci-fi series about supernatural events Available on Netflix in category Netflix Originals.
ENT142,The Witcher,Hulu Originals,Netflix,1619,Fantasy series following Geralt of Rivia battling monsters and politics Available on Netflix in category Hulu Originals.
ENT143,Money Heist,Disney Originals,Netflix,1629,Spanish crime drama about a group of robbers executing heists Available on Netflix in category Disney Originals.
ENT144,The Mandalorian,Movies,Netflix,1639,Star Wars series following the bounty hunter Din Djarin Available on Netflix in category Movies.
ENT145,Loki,TV Shows,Netflix,1649,Marvel series following the God of Mischief Available on Netflix in category TV Shows.
ENT146,The Boys,Documentaries,Netflix,1659,Dark superhero series exploring corruption and vigilante justice Available on Netflix in category Documentaries.
ENT147,Ted Lasso,Kids & Family,Netflix,1669,Comedy series about a coach managing an English football team Available on Netflix in category Kids & Family.
ENT148,Our Planet,Anime,Netflix,1679,Nature documentary series narrated by David Attenborough Available on Netflix in category Anime.
ENT149,My Octopus Teacher,Reality Shows,Netflix,1689,Documentary about a filmmaker bonding with an octopus Available on Netflix in category Reality Shows.
ENT150,Cobra Kai,Netflix Originals,Netflix,1699,Action-comedy series continuing Karate Kid legacy Available on Netflix in category Netflix Originals.
