product_id,product_name,subcategory,brand,unit_price,description
P042,Amul Kool Milk Drink Vanilla,Flavoured Milk,Amul,25,Vanilla-flavored milk drink
P043,Amul Kool Milk Drink Cold Coffee,Flavoured Milk,Amul,25,Cold coffee flavored milk drink
P044,Amul Kool Milk Drink Butterscotch,Flavoured Milk,Amul,25,Butterscotch-flavored milk drink
P045,Amul Mithai Rasmalai 200g,Sweets,Amul,180,Soft and creamy rasmalai in sugar syrup
P046,Amul Mithai Kaju Katli 200g,Sweets,Amul,250,Delicious cashew-based Indian sweet
P047,Amul Mithai Milk Cake 200g,Sweets,Amul,200,Soft and creamy milk cake sweet
P048,Amul Mithai Soan Papdi 200g,Sweets,Amul,150,Traditional Indian flaky sweet
P049,Amul Mithai Chocolate Bar 50g,Sweets,Amul,20,Milk chocolate bar for quick indulgence
P050,Amul Probiotic Lassi Mango 200ml,Yogurt & Dahi,Amul,40,Probiotic lassi with mango flavor
P051,Amul Probiotic Lassi Sweet 200ml,Yogurt & Dahi,Amul,35,Live-culture sweet lassi drink
P052,Amul Butter 500g,Milk & Dairy,Amul,1500,Large pack of rich unsalted butter
P053,Amul Cheese Slices 200g,Milk & Dairy,Amul,400,Double pack of processed cheese slices
P054,Amul Cheese Block 500g,Milk & Dairy,Amul,550,Large block of processed cheese
P055,Amul Fresh Cream 500ml,Milk & Dairy,Amul,350,Thick cream for cooking and desserts
P056,Amul Paneer 1kg,Milk & Dairy,Amul,420,Soft paneer block for family meals
P057,Amul Milk Full Cream 2L,Milk & Dairy,Amul,110,Rich full cream milk pack
P058,Amul Milk Toned 2L,Milk & Dairy,Amul,95,Large pack of toned milk
P059,Amul Milk Double Toned 2L,Milk & Dairy,Amul,85,Low-fat double toned milk pack
P060,Amul Ghee 200ml,Ghee & Cooking,Amul,250,Small pack of premium cow ghee
P061,Amul Ghee 100ml,Ghee & Cooking,Amul,130,Convenient small ghee pack
P062,Amul Ice Cream Vanilla Cone,Ice Cream,Amul,30,Single-serve vanilla ice cream cone
P063,Amul Ice Cream Chocolate Cone,Ice Cream,Amul,30,Single-serve chocolate ice cream cone
P064,Amul Ice Cream Strawberry Cone,Ice Cream,Amul,30,Single-serve strawberry ice cream cone
P065,Amul Ice Cream Butterscotch Cone,Ice Cream,Amul,30,Single-serve butterscotch ice cream cone
P066,Amul Ice Cream Coffee Cone,Ice Cream,Amul,30,Single-serve coffee ice cream cone
P067,Amul Kool Milk Drink Banana,Flavoured Milk,Amul,25,Banana-flavored milk drink
P068,Amul Kool Milk Drink Strawberry 500ml,Flavoured Milk,Amul,55,Strawberry milk drink for sharing
P069,Amul Kool Milk Drink Mango 500ml,Flavoured Milk,Amul,55,Mango milk drink for family
P070,Amul Kool Milk Drink Vanilla 500ml,Flavoured Milk,Amul,55,Vanilla milk drink in 500ml pack
P071,Amul Chocolate Drink 200ml,Beverages,Amul,30,Rich chocolate milk drink
P072,Amul Cold Coffee 200ml,Beverages,Amul,30,Refreshing cold coffee drink
P073,Amul Flavored Milk Mix Chocolate 200ml,Beverages,Amul,30,Chocolate-flavored milk for kids
P074,Amul Flavored Milk Mix Mango 200ml,Beverages,Amul,30,Mango-flavored milk for children
P075,Amul Flavored Milk Mix Strawberry 200ml,Beverages,Amul,30,Strawberry-flavored milk drink
P076,Amul Mithai Laddu 200g,Sweets,Amul,150,Traditional Indian sweet laddus
P077,Amul Mithai Sandesh 200g,Sweets,Amul,180,Soft Bengali sweet made with paneer
P078,Amul Mithai Milk Cake 500g,Sweets,Amul,480,Large milk cake pack for celebrations
P079,Amul Mithai Kaju Katli 500g,Sweets,Amul,600,Premium cashew sweet for gifting
P080,Amul Mithai Soan Papdi 500g,Sweets,Amul,400,Family pack of flaky sweet
P081,Amul Dark Chocolate 100g,Chocolates & Sweets,Amul,100,Rich dark chocolate bar
P082,Amul Milk Chocolate 100g,Chocolates & Sweets,Amul,80,Classic milk chocolate bar
P083,Amul Chocolate Spread 200g,Chocolates & Sweets,Amul,150,Chocolate spread for bread and snacks
P084,Amul Ice Cream Chocolate Stick,Ice Cream,Amul,25,Chocolate ice cream stick
P085,Amul Ice Cream Vanilla Stick,Ice Cream,Amul,25,Vanilla ice cream stick
P086,Amul Ice Cream Strawberry Stick,Ice Cream,Amul,25,Strawberry ice cream stick
P087,Amul Ice Cream Butterscotch Stick,Ice Cream,Amul,25,Butterscotch ice cream stick
P088,Amul Ice Cream Coffee Stick,Ice Cream,Amul,25,Coffee ice cream stick
P089,Amul Probiotic Dahi Mango 500g,Yogurt & Dahi,Amul,60,Probiotic mango-flavored yogurt
P090,Amul Probiotic Dahi Sweet 500g,Yogurt & Dahi,Amul,55,Probiotic sweet-flavored yogurt
P091,Amul Ice Cream Family Pack Vanilla,Ice Cream,Amul,350,1L vanilla ice cream family pack
P092,Amul Ice Cream Family Pack Chocolate,Ice Cream,Amul,360,1L chocolate ice cream family pack
P093,Amul Ice Cream Family Pack Strawberry,Ice Cream,Amul,360,1L strawberry ice cream family pack
P094,Amul Ice Cream Family Pack Butterscotch,Ice Cream,Amul,360,1L butterscotch ice cream family pack
P095,Amul Ghee 5L,Ghee & Cooking,Amul,5200,Large pack of premium cow ghee
P096,Amul Ghee 2L,Ghee & Cooking,Amul,2100,Family pack of cow ghee
P097,Amul Paneer 2kg,Milk & Dairy,Amul,830,Large paneer block for family
P098,Amul Paneer 500g,Milk & Dairy,Amul,220,Soft paneer for cooking
P099,Amul Butter 250g,Milk & Dairy,Amul,155,Medium-sized pack of unsalted butter
P100,Amul Fresh Cream 1L,Milk & Dairy,Amul,700,Large cream pack for desserts
P101,Amul Cheese Slices 500g,Milk & Dairy,Amul,900,Family pack of cheese slices
P102,Amul Cheese Block 1kg,Milk & Dairy,Amul,1050,Large block of processed cheese
P103,Amul Milk Full Cream 5L,Milk & Dairy,Amul,270,Large full cream milk pack
