product_id,product_name,subcategory,brand,unit_price,description
P050,Men's Belt,fashion,WildHorn,799,Genuine leather belt for men
P051,Sports Cap,fashion,Nike,699,Adjustable sports cap for outdoor activities
P052,Sunglasses,fashion,Ray-Ban,3499,UV-protected stylish sunglasses
P053,Face Wash,skincare,Garnier,199,Gentle face wash for all skin types
P054,Moisturizer,skincare,Nivea,249,Nourishing daily face moisturizer
P055,Shaving Gel,personal care,Gillette,299,Shaving gel for smooth skin
P056,Deodorant,personal care,Nivea,199,Long-lasting deodorant for men and women
P057,Toothpaste,personal care,Colgate,99,Fluoride toothpaste for strong teeth
P058,Toothbrush,personal care,Oral-B,149,Soft bristle toothbrush for daily use
P059,Hair Comb,haircare,Dettol,79,Plastic comb for all hair types
P060,Conditioner,haircare,Sunsilk,199,Softens hair and reduces frizz
P061,Lip Balm,skincare,Nivea,129,Moisturizing lip balm for daily use
P062,Sunscreen Lotion,skincare,Neutrogena,499,Protects skin from harmful UV rays
P063,Perfume,beauty,Engage,799,Long-lasting fragrance for men and women
P064,Body Lotion,personal care,Nivea,299,Hydrating lotion for soft skin
P065,Face Serum,skincare,The Body Shop,999,Vitamin-rich serum for glowing skin
P066,Hand Wash,personal care,Dettol,149,Gentle antibacterial hand wash
P067,Sanitary Pads,baby & kids,Whisper,199,Soft and absorbent sanitary pads
P068,Baby Shampoo,baby & kids,Himalaya,249,Mild shampoo for babies
P069,Baby Lotion,baby & kids,Himalaya,299,Moisturizing baby lotion
P070,Baby Wipes,baby & kids,Huggies,199,Soft and gentle baby wipes
P071,Soft Toy,baby & kids,ToyFun,399,Cuddly soft toy for infants and kids
P072,Story Book,baby & kids,Pratham,249,Illustrated storybook for children
P073,Coloring Book,baby & kids,FunTime,149,Educational coloring book for kids
P074,Crayons Set,baby & kids,Crayola,299,Pack of 12 vibrant crayons
P075,Building Blocks,baby & kids,LEGO,1299,Creative building blocks for kids 5+
P076,Electric Kettle,home & kitchen,Prestige,1299,Stainless steel kettle with auto shut-off
P077,Pressure Cooker,home & kitchen,Prestige,2599,5L pressure cooker for fast cooking
P078,Non-stick Tawa,home & kitchen,KitchenPro,599,Durable non-stick tawa for rotis
P079,Cutting Board,home & kitchen,KitchenPro,299,High-quality plastic cutting board
P080,Knife Set,home & kitchen,KitchenPro,999,Stainless steel knife set for kitchen
P081,Microwave-Safe Bowl,home & kitchen,HomeStyle,299,Glass bowl safe for microwave use
P082,Glass Storage Jar,home & kitchen,HomeStyle,199,500ml airtight glass storage jar
P083,Cooking Spoon Set,home & kitchen,KitchenPro,399,Set of 3 heat-resistant cooking spoons
P084,Measuring Cup Set,home & kitchen,KitchenPro,299,Set of 3 measuring cups
P085,Kitchen Towel Set,home & kitchen,HomeStyle,199,Set of 2 absorbent kitchen towels
P086,Table Cloth,home & kitchen,HomeStyle,499,Cotton table cloth with elegant design
P087,Floor Mop,home & kitchen,Vileda,799,Microfiber mop for easy cleaning
P088,Broom and Dustpan Set,home & kitchen,Vileda,399,Durable broom and dustpan combo
P089,Garbage Bin,home & kitchen,HomeStyle,499,Plastic garbage bin with lid
P090,Storage Basket,home & kitchen,HomeStyle,299,Multi-purpose storage basket
P091,Smartphone Case,electronics,Apple,1499,Protective phone case for iPhone
P092,Wireless Earbuds,electronics,Boat,2499,Bluetooth wireless earbuds with mic
P093,Power Bank,electronics,Mi,1999,10000mAh portable power bank
P094,USB Cable,electronics,Mi,299,1.2m fast-charging USB cable
P095,Wireless Mouse,electronics,Logitech,999,Ergonomic wireless mouse
P096,Keyboard,electronics,Logitech,1499,Compact keyboard for office and home
P097,Laptop Stand,electronics,Portronics,1299,Adjustable laptop stand for desk use
P098,Headphones,electronics,Boat,1499,Over-ear wired headphones
P099,Tablet,electronics,Samsung,14999,10-inch tablet with 4GB RAM
P100,HDMI Cable,electronics,AmazonBasics,499,High-speed HDMI cable
P101,Iron Box,home & kitchen,Philips,2499,Steam iron for easy wrinkle removal
P102,Hair Dryer,haircare,Philips,1999,Compact hair dryer for daily use
P103,Beard Trimmer,personal care,Philips,2999,Rechargeable beard trimmer
P104,Shower Gel,personal care,Dove,249,Nourishing shower gel
P105,Hand Cream,personal care,Neutrogena,349,Hydrating hand cream
P106,Face Mask,skincare,Garnier,199,Peel-off face mask for glowing skin
P107,Exfoliating Scrub,skincare,St. Ives,299,Removes dead skin and impurities
P108,Sleeping Bag,sports & fitness,Quechua,1499,Lightweight sleeping bag for camping
P109,Water Bottle,sports & fitness,Milton,499,500ml leak-proof bottle
P110,Gym Gloves,sports & fitness,FitnessPro,599,Non-slip gloves for weight training
P111,Treadmill,sports & fitness,PowerMax,34999,Home treadmill with digital display
P112,Skipping Rope,sports & fitness,FitnessPro,299,Adjustable skipping rope
P113,Car Vacuum Cleaner,automotive & tools,AutoTech,1999,Portable car vacuum cleaner
P114,Car Charger,automotive & tools,Mi,499,Fast-charging car adapter
P115,Car Cleaning Kit,automotive & tools,3M,1499,Complete car cleaning kit
P116,Socket Wrench Set,automotive & tools,Stanley,1299,Multi-size wrench set for DIY tasks
P117,Pet Food,pet supplies,Pedigree,999,Nutritious dry dog food, 1kg
P118,Pet Shampoo,pet supplies,Beaphar,499,Gentle shampoo for pets
P119,Pet Toy,pet supplies,KONG,399,Chew toy for dogs
P120,Pet Bed,pet supplies,HomePet,1299,Comfortable bed for cats and dogs
P121,Face Powder,makeup,Maybelline,399,Lightweight translucent face powder
P122,Eyeliner,makeup,Lakme,249,Waterproof eyeliner for long-lasting effect
P123,Mascara,makeup,Lakme,349,Volumizing mascara for thick lashes
P124,Blush,makeup,Maybelline,299,Soft blush for natural glow
P125,Compact Powder,makeup,Lakme,399,Long-lasting compact powder
P126,Foundation Brush,makeup,Real Techniques,499,Soft brush for smooth foundation application
P127,Lip Gloss,makeup,Nykaa,299,Shiny lip gloss for vibrant lips
P128,Lip Liner,makeup,Maybelline,199,Precision lip liner for perfect lips
P129,Face Primer,makeup,Maybelline,599,Smooth base for flawless makeup
P130,Makeup Remover,skincare,Neutrogena,299,Gentle makeup remover wipes
P131,Shampoo Bar,haircare,Lush,399,Organic shampoo bar for healthy hair
P132,Conditioner Bar,haircare,Lush,399,Nourishing conditioner bar for all hair types
P133,Hair Serum,haircare,L'Oreal,699,Reduces frizz and adds shine
P134,Dry Shampoo,haircare,Batiste,499,Instant hair refresh without water
P135,Hair Mask,haircare,St. Ives,599,Deep conditioning hair mask
P136,Foot Cream,personal care,Neutrogena,299,Moisturizing cream for dry feet
P137,Body Scrub,personal care,The Body Shop,699,Exfoliating scrub for smooth skin
P138,Hand Sanitizer,personal care,Dettol,149,Alcohol-based hand sanitizer
P139,Shower Cap,personal care,Johnson's,99,Waterproof shower cap
P140,Kitchen Knife,home & kitchen,KitchenPro,799,Stainless steel chef knife
P141,Peeler,home & kitchen,KitchenPro,199,Vegetable peeler with ergonomic handle
P142,Grater,home & kitchen,KitchenPro,299,Multipurpose kitchen grater
P143,Measuring Spoons,home & kitchen,KitchenPro,149,Set of 4 stainless steel spoons
P144,Coffee Mug,home & kitchen,HomeStyle,199,Ceramic coffee mug 350ml
P145,Juicer Mixer,home & kitchen,Philips,3499,Multi-functional juicer mixer
P146,Blender,home & kitchen,Philips,2999,Powerful blender for smoothies
P147,Toaster,home & kitchen,Prestige,1499,2-slice toaster for bread
P148,Electric Kettle,home & kitchen,Bajaj,1299,1.5L electric kettle
P149,Desk Lamp,home & kitchen,HomeLight,799,LED desk lamp with adjustable brightness
P150,Wall Clock,home & kitchen,HomeStyle,499,Silent wall clock for living room
