product_id,product_name,subcategory,brand,unit_price,description
T033,ONLY Women’s Blouse,Women Clothing,ONLY,1399,Semi-formal blouse with button closure
T034,Levis Men’s Chinos,Men Clothing,Levis,2099,Slim-fit chinos with stretchable waist
T035,H&M Women’s Sneakers,Women Footwear,H&M,2499,Casual lace-up sneakers with cushioned sole
T036,Chicco Kids’ Sandals,Kids Footwear,Chicco,1199,Comfortable open-toe sandals for kids
T037,Adidas Men’s Running Shoes,Men Footwear,Adidas,3999,Lightweight running shoes for daily workouts
T038,Nike Women’s Flats,Women Footwear,Nike,2199,Comfortable slip-on flats
T039,Puma Kids’ Sneakers,Kids Footwear,Puma,1499,Durable cotton sneakers for children
T040,Skechers Men’s Loafers,Men Footwear,Skechers,4599,Leather casual loafers for men
T041,Bata Women’s Sandals,Women Footwear,Bata,2499,Open-toe sandals with cushioned sole
T042,Fossil Women’s Wristwatch,Women Accessories,Fossil,8999,Analog watch with leather strap
T043,Titan Men’s Watch,Men Accessories,Titan,5999,Stylish analog watch with metal strap
T044,Fastrack Women’s Backpack,Women Accessories,Fastrack,2299,Durable backpack with multiple compartments
T045,Hidesign Men’s Leather Wallet,Men Accessories,Hidesign,6999,Premium leather wallet for men
T046,Maybelline Face Powder,Beauty & Personal Care,Maybelline,399,Compact face powder with smooth finish
T047,L’Oreal Conditioner,Beauty & Personal Care,L’Oreal,349,Hair conditioner for smooth and shiny hair
T048,Nivea Hand Cream,Beauty & Personal Care,Nivea,299,Moisturizing hand cream for soft skin
T049,Biotique Shampoo,Beauty & Personal Care,Biotique,329,Herbal shampoo for daily hair care
T050,Cello Plastic Storage Box,Home & Lifestyle,Cello,499,Durable storage box for home organization
T051,Tira Men’s Formal Shirt,Men Clothing,Tira,1799,Semi-formal shirt with button-down collar
T052,Jack & Jones Men’s Shorts,Men Clothing,Jack & Jones,1499,Comfortable cotton shorts for summer
T053,Vero Moda Women’s Blazer,Women Clothing,Vero Moda,2999,Structured blazer with button closure
T054,ONLY Women’s Summer Dress,Women Clothing,ONLY,1699,Lightweight cotton summer dress with floral prints
T055,UCB Kids’ Jeans,Kids Clothing,UCB Kids,999,Denim jeans with elastic waistband
T056,Wrangler Men’s T-Shirt,Men Clothing,Wrangler,1099,Cotton T-shirt with round neck
T057,Gini & Jony Kids’ Hoodie,Kids Clothing,Gini & Jony,1199,Soft hoodie with playful print
T058,Levis Men’s Jacket,Men Clothing,Levis,4299,Denim jacket with button closure
T059,H&M Women’s Top,Women Clothing,H&M,1299,Soft cotton top for casual wear
T060,Chicco Kids’ Shorts,Kids Clothing,Chicco,799,Comfortable cotton shorts
T061,Adidas Men’s Flip Flops,Men Footwear,Adidas,1499,Casual flip flops with cushioned sole
T062,Nike Women’s Sneakers,Women Footwear,Nike,3999,Casual running sneakers
T063,Puma Kids’ Sandals,Kids Footwear,Puma,1299,Open-toe sandals for children
T064,Skechers Men’s Sports Shoes,Men Footwear,Skechers,4999,High-performance sports shoes
T065,Bata Women’s Casual Shoes,Women Footwear,Bata,2199,Comfortable slip-on shoes
T066,Fossil Men’s Watch,Men Accessories,Fossil,6999,Analog wristwatch with leather strap
T067,Titan Women’s Watch,Women Accessories,Titan,5499,Elegant analog watch with metal strap
T068,Fastrack Men’s Sling Bag,Men Accessories,Fastrack,1999,Compact sling bag with adjustable strap
T069,Hidesign Women’s Wallet,Women Accessories,Hidesign,6999,Premium leather wallet with multiple compartments
T070,Maybelline Nail Polish,Beauty & Personal Care,Maybelline,299,Long-lasting nail polish with vibrant colors
T071,L’Oreal Hair Serum,Beauty & Personal Care,L’Oreal,499,Hair serum for smooth and shiny hair
T072,Nivea Lip Balm,Beauty & Personal Care,Nivea,199,Moisturizing lip balm
T073,Biotique Face Cream,Beauty & Personal Care,Biotique,399,Herbal face cream for daily skincare
T074,Cello Lunch Box,Home & Lifestyle,Cello,349,Durable lunch box for school or office
T075,Sleepwell Double Mattress,Home & Lifestyle,Sleepwell,17999,Comfortable double mattress with foam support
T076,Amazon Basics Pillow Set,Home & Lifestyle,Amazon Basics,799,Set of two soft pillows
T077,FabIndia Cotton Bedsheet,Home & Lifestyle,FabIndia,2999,Cotton bedsheet with elegant prints
T078,Jack & Jones Men’s Hoodie Jacket,Men Clothing,Jack & Jones,2399,Casual hoodie jacket with zipper
T079,Vero Moda Women’s Cardigan,Women Clothing,Vero Moda,1799,Soft knit cardigan for layering
T080,ONLY Women’s Palazzo,Women Clothing,ONLY,1599,Comfortable palazzo pants for daily wear
T081,UCB Kids’ Jacket,Kids Clothing,UCB Kids,1399,Casual cotton jacket
T082,Wrangler Men’s Hoodie,Men Clothing,Wrangler,2099,Cotton hoodie with drawstring
T083,Gini & Jony Kids’ Sneakers,Kids Footwear,Gini & Jony,1299,Durable sneakers for children
T084,Levis Men’s Formal Shoes,Men Footwear,Levis,6999,Leather formal shoes for office wear
T085,H&M Women’s Sandals,Women Footwear,H&M,2099,Comfortable open-toe sandals
T086,Chicco Kids’ Flip Flops,Kids Footwear,Chicco,799,Soft flip flops for children
T087,Adidas Men’s Backpack,Men Accessories,Adidas,2599,Durable sports backpack
T088,Nike Women’s Handbag,Women Accessories,Nike,4999,Stylish handbag with zip closure
T089,Puma Kids’ Backpack,Kids Accessories,Puma,1499,Small backpack for school use
T090,Skechers Men’s Wallet,Men Accessories,Skechers,2999,Leather wallet for daily use
T091,Bata Women’s Heels,Women Footwear,Bata,2999,Stylish heels for formal occasions
T092,Fossil Women’s Handbag,Women Accessories,Fossil,10999,Luxury handbag with leather finish
T093,Titan Men’s Bracelet,Men Accessories,Titan,3499,Stylish metal bracelet
T094,Fastrack Women’s Watch,Women Accessories,Fastrack,2999,Casual analog watch
T095,Hidesign Men’s Belt,Men Accessories,Hidesign,3999,Genuine leather belt
T096,Maybelline Foundation,Beauty & Personal Care,Maybelline,599,Smooth finish foundation
T097,L’Oreal Face Wash,Beauty & Personal Care,L’Oreal,299,Daily use face wash
T098,Nivea Moisturizer,Beauty & Personal Care,Nivea,399,Lightweight moisturizing cream
T099,Biotique Body Wash,Beauty & Personal Care,Biotique,349,Herbal body wash
T100,Cello Storage Basket,Home & Lifestyle,Cello,599,Durable plastic storage basket
T101,Sleepwell Orthopedic Pillow,Home & Lifestyle,Sleepwell,2499,Comfortable orthopedic pillow
T102,Amazon Basics Blanket,Home & Lifestyle,Amazon Basics,1299,Soft and warm blanket
T103,FabIndia Table Runner,Home & Lifestyle,FabIndia,799,Cotton table runner with printed design
T104,Tira Women’s Skirt,Women Clothing,Tira,2199,Flared skirt with comfortable fit
T105,Jack & Jones Men’s Sweatshirt,Men Clothing,Jack & Jones,2399,Cotton sweatshirt for casual wear
T106,Vero Moda Women’s Jeans,Women Clothing,Vero Moda,2599,Slim-fit denim jeans
T107,ONLY Women’s Blazer,Women Clothing,ONLY,3499,Semi-formal blazer for office wear
T108,UCB Kids’ T-Shirt Pack,Kids Clothing,UCB Kids,1099,Pack of two cotton T-shirts
T109,Wrangler Men’s Trousers,Men Clothing,Wrangler,2399,Casual trousers for daily wear
T110,Gini & Jony Kids’ Hoodie Set,Kids Clothing,Gini & Jony,1499,Set of two hoodies
T111,Levis Men’s Jacket,Men Clothing,Levis,4999,Denim jacket with button closure
T112,H&M Women’s Tunic,Women Clothing,H&M,1599,Comfortable cotton tunic
T113,Chicco Kids’ Dress,Kids Clothing,Chicco,1199,Cotton dress with floral print
T114,Adidas Men’s Shorts,Men Clothing,Adidas,1799,Sports shorts with breathable fabric
T115,Nike Women’s Joggers,Women Clothing,Nike,2199,Comfortable joggers for workouts
T116,Puma Kids’ T-Shirt,Kids Clothing,Puma,899,Cotton printed T-shirt
T117,Skechers Men’s Boots,Men Footwear,Skechers,5999,Durable leather boots
T118,Bata Women’s Sneakers,Women Footwear,Bata,2599,Casual lace-up sneakers
T119,Fossil Men’s Backpack,Men Accessories,Fossil,4499,Leather backpack with multiple compartments
T120,Titan Women’s Pendant,Women Accessories,Titan,3999,Stylish pendant necklace
