SKU_ID,Product_Name,Category,Sub_Category,Pack_Size,Unit_Cost_Price,Unit_Selling_Price,Stock_Quantity,Reorder_Level,Supplier_Name,Supplier_Lead_Time_Days,Expiry_Date,Storage_Type,Manufacturing_Date,Batch_Number,Shelf_Life_Days,Location
AM-802,Amul Kool Café 200ml,Beverages,Kool,200ml,26.85,39.33,436,57,Gujarat Co-op,2,2025-08-19,Ambient,2025-07-11,B5720D,39,STORE-02
AM-1003,Amul Oat Milk 1L,Vegan,Oat,1L,135.57,142.08,327,12,Gujarat Co-op,6,2025-08-21,Ambient,2025-06-07,B2180A,75,STORE-05
AM-1230,Amul Kool Badam Beverages 200g,Beverages,Kool,200g,231.25,237.55,417,11,Amul Chocolate Works,1,2025-09-08,Ambient,2025-06-22,B6845C,78,STORE-03
AM-1224,Amul Keto Cheese Functional 500g,Functional,Keto,500g,219.56,232.07,394,61,Amul Ice Creams,3,2025-09-19,Ambient,2025-05-05,B3874C,137,STORE-03
AM-703,Amul Fruit & Nut Chocolate 150g,Chocolate,Fruit,150g,114.54,117.11,322,73,Amul Beverages,5,2025-11-22,Ambient,2024-12-09,B3742C,348,STORE-04
AM-1235,Amul Turmeric Milk Beverages 200ml,Beverages,Turmeric,200ml,78.49,93.03,116,25,Gujarat Co-op,5,2025-09-10,Ambient,2025-07-27,B6730D,45,WH-01
AM-1213,Amul Pizza Cheese 200ml,Cheese,Pizza,200ml,111.04,118.88,278,17,Amul Beverages,2,2025-11-17,Refrigerated,2025-06-28,B2027C,142,STORE-05
AM-106,Amul Kesar Pista 500ml,Ice Cream,Kesar,500ml,107.76,113.07,494,94,Amul Protein Division,5,2026-05-02,Frozen,2025-07-28,B5545A,278,WH-02
AM-803,Amul Kool Badam 200ml,Beverages,Kool,200ml,28.97,35.53,256,45,Amul Value Added,4,2025-09-05,Ambient,2025-07-16,B1962D,51,STORE-03
AM-1102,Amul Keto Cheese 200g,Functional,Keto,200g,251.9,265.66,293,22,Amul Value Added,1,2025-12-25,Ambient,2025-08-12,B6854C,135,STORE-01
AM-1200,Amul Almond Milk Vegan 500g,Vegan,Almond,500g,158.57,164.41,388,80,Gujarat Co-op,1,2025-08-20,Ambient,2025-07-07,B9672C,44,STORE-02
AM-1232,Amul Dark Chocolate 500g,Chocolate,Dark,500g,77.92,86.5,422,40,Amul Ice Creams,6,2025-12-20,Ambient,2025-06-21,B7596A,182,STORE-04
AM-1236,Amul Immunity Booster Functional 250g,Functional,Immunity,250g,173.97,183.04,236,69,Amul Value Added,4,2025-09-15,Ambient,2025-06-20,B8457D,87,STORE-02
AM-404,Amul Masti Yogurt 500g,Yogurt,Masti,500g,45.01,57.65,153,100,Amul Ice Creams,1,2025-09-01,Refrigerated,2025-08-07,B7298B,25,STORE-02
AM-1103,Amul Haldi Doodh Powder 200g,Functional,Haldi,200g,160.92,172.83,178,28,Amul Protein Division,2,2025-10-28,Ambient,2025-07-23,B9241B,97,STORE-02
AM-904,Amul Protein Shake Vanilla 200ml,Protein,Protein,200ml,45.39,60.11,82,34,Amul Protein Division,5,2025-12-06,Ambient,2025-01-13,B6992D,327,STORE-05
AM-001,Amul Gold Milk 1L,Dairy Milk,Gold,1L,62.51,77.48,71,89,Amul Chocolate Works,1,2025-08-21,Refrigerated,2025-08-11,B8732A,10,STORE-03
AM-601,Amul Malai Paneer 200g,Paneer,Malai,200g,82.4,91.69,131,68,Amul Protein Division,1,2025-08-19,Refrigerated,2025-08-07,B4654B,12,WH-01
AM-1218,Amul Salted Butter 200ml,Butter,Salted,200ml,295.89,305.14,145,12,Amul Beverages,5,2025-10-09,Refrigerated,2025-06-29,B5057A,102,STORE-03
AM-1001,Amul Almond Milk 1L,Vegan,Almond,1L,123.6,126.99,83,94,Amul Dairy Anand,4,2025-08-21,Ambient,2025-07-17,B2043C,35,STORE-04
AM-002,Amul Taaza Milk 1L,Dairy Milk,Taaza,1L,56.39,66.25,301,60,Amul Value Added,1,2025-08-21,Refrigerated,2025-08-13,B7474A,8,STORE-03
AM-1200,Amul Almond Milk Vegan 500g,Vegan,Almond,500g,156.37,163.78,394,31,Amul Protein Division,5,2025-09-13,Ambient,2025-08-06,B4344B,38,STORE-01
AM-803,Amul Kool Badam 200ml,Beverages,Kool,200ml,28.21,31.59,286,79,Amul Protein Division,6,2025-09-05,Ambient,2025-06-24,B7783D,73,STORE-03
AM-903,Amul Protein Bar 60g,Protein,Protein,60g,59.97,74.44,306,99,Amul Dairy Anand,6,2025-09-21,Ambient,2025-02-02,B3662B,231,STORE-05
AM-1222,Amul Buttermilk Beverages 1L,Beverages,Buttermilk,1L,292.33,304.7,493,14,Amul Ice Creams,4,2025-08-20,Ambient,2025-07-07,B1751C,44,STORE-05
AM-1223,Amul Slim Dairy Milk 1kg,Dairy Milk,Slim,1kg,263.97,276,35,75,Gujarat Co-op,6,2025-08-21,Refrigerated,2025-08-13,B1560B,8,STORE-02
AM-1229,Amul Low Fat Yogurt 1L,Yogurt,Low,1L,231.86,244.68,97,75,Amul Foods Pvt Ltd,1,2025-08-29,Refrigerated,2025-08-05,B3784B,24,STORE-03
AM-1230,Amul Kool Badam Beverages 200g,Beverages,Kool,200g,238.56,242.59,415,16,Amul Dairy Anand,6,2025-08-18,Ambient,2025-06-13,B5340D,66,WH-02
AM-1236,Amul Immunity Booster Functional 250g,Functional,Immunity,250g,179.18,189.98,409,28,Amul Beverages,5,2025-10-05,Ambient,2025-07-29,B7662D,68,STORE-01
AM-003,Amul Shakti Milk 500ml,Dairy Milk,Shakti,500ml,28.92,40.31,295,41,Amul Ice Creams,2,2025-08-20,Refrigerated,2025-08-13,B2536D,7,STORE-04
AM-1205,Amul Probiotic Drink Functional 500ml,Functional,Probiotic,500ml,90.13,98.1,420,86,Amul Beverages,4,2025-10-13,Ambient,2025-08-10,B3057A,64,STORE-01
AM-601,Amul Malai Paneer 200g,Paneer,Malai,200g,86.65,95.12,350,28,Amul Foods Pvt Ltd,7,2025-08-27,Refrigerated,2025-08-12,B7833C,15,WH-01
AM-1215,Amul Probiotic Drink Functional 500ml,Functional,Probiotic,500ml,214.03,220.15,497,99,Amul Ice Creams,3,2025-08-29,Ambient,2025-05-19,B3466A,102,WH-03
AM-1234,Amul Lactose-Free Dairy Milk 100g,Dairy Milk,Lactose-Free,100g,90.28,102.55,106,28,Gujarat Co-op,7,2025-08-19,Refrigerated,2025-08-07,B6531D,12,STORE-01
AM-1206,Amul Soy Milk Vegan 200g,Vegan,Soy,200g,103.42,116.45,199,98,Amul Chocolate Works,6,2025-09-30,Ambient,2025-07-03,B8803A,89,STORE-03
AM-207,Amul Garlic Butter 100g,Butter,Garlic,100g,50,52.52,466,99,Amul Ice Creams,4,2025-09-17,Refrigerated,2025-03-31,B6475D,170,STORE-05
AM-1201,Amul Full Cream Dairy Milk 1L,Dairy Milk,Full,1L,240.14,251.62,376,86,Amul Chocolate Works,5,2025-08-20,Refrigerated,2025-08-09,B4139D,11,STORE-01
AM-302,Amul Cheese Block 200g,Cheese,Cheese,200g,171.28,180.77,181,20,Amul Protein Division,6,2025-10-25,Refrigerated,2025-07-11,B6914A,106,WH-03
AM-004,Amul Slim Milk 1L,Dairy Milk,Slim,1L,60.34,72.07,262,35,Amul Ice Creams,1,2025-08-19,Refrigerated,2025-08-10,B1338C,9,WH-03
AM-904,Amul Protein Shake Vanilla 200ml,Protein,Protein,200ml,46.55,58.37,220,54,Amul Value Added,1,2025-11-06,Ambient,2025-03-24,B8796C,227,WH-02
AM-107,Amul Vegan Ice Cream 500ml,Ice Cream,Vegan,500ml,123.87,132.04,47,66,Amul Value Added,6,2025-09-28,Frozen,2025-01-18,B5499D,253,STORE-03
AM-1201,Amul Full Cream Dairy Milk 1L,Dairy Milk,Full,1L,241.72,243.96,188,22,Amul Ice Creams,7,2025-08-22,Refrigerated,2025-08-12,B9088C,10,STORE-02
AM-1210,Amul Low Fat Paneer 1kg,Paneer,Low,1kg,97.15,100.91,359,67,Gujarat Co-op,1,2025-08-21,Refrigerated,2025-08-13,B9273D,8,STORE-01
AM-803,Amul Kool Badam 200ml,Beverages,Kool,200ml,30.99,40.83,102,28,Amul Chocolate Works,5,2025-09-12,Ambient,2025-07-20,B5192C,54,WH-01
AM-1233,Amul Strawberry Ice Cream 500g,Ice Cream,Strawberry,500g,204.3,215.38,380,14,Amul Protein Division,3,2026-03-11,Frozen,2025-07-05,B6226B,249,STORE-02
AM-1224,Amul Keto Cheese Functional 500g,Functional,Keto,500g,207.1,216.62,94,18,Amul Dairy Anand,5,2025-08-23,Ambient,2025-06-28,B8250D,56,WH-02
AM-702,Amul Milk Chocolate 150g,Chocolate,Milk,150g,100.82,106.66,360,100,Amul Protein Division,1,2025-10-05,Ambient,2025-01-10,B5441A,268,WH-03
AM-901,Amul PRO Whey Protein 500g,Protein,PRO,500g,552.18,561.85,58,84,Amul Value Added,5,2026-03-01,Ambient,2025-08-02,B5674D,211,WH-03
AM-1213,Amul Pizza Cheese 200ml,Cheese,Pizza,200ml,111.66,114.15,98,99,Amul Value Added,3,2025-08-21,Refrigerated,2025-05-14,B8126C,99,WH-03
AM-1103,Amul Haldi Doodh Powder 200g,Functional,Haldi,200g,153.77,164.03,120,64,Amul Beverages,6,2025-12-02,Ambient,2025-08-10,B4901D,114,STORE-02
AM-1208,Amul Unsalted Butter 100g,Butter,Unsalted,100g,88.31,100.39,75,66,Amul Beverages,6,2025-12-05,Refrigerated,2025-06-09,B6931B,179,WH-02
AM-1217,Amul Yogurt 500ml,Yogurt,Yogurt,500ml,143.14,147.44,145,27,Amul Chocolate Works,4,2025-09-02,Refrigerated,2025-08-13,B6121A,20,STORE-01
AM-1202,Amul Greek Yogurt 250g,Yogurt,Greek,250g,91.14,99.2,83,52,Gujarat Co-op,3,2025-08-26,Refrigerated,2025-08-10,B5931A,16,STORE-04
AM-1204,Amul Kool Koko Beverages 1kg,Beverages,Kool,1kg,253.19,265.35,361,79,Amul Chocolate Works,7,2025-10-13,Ambient,2025-07-16,B5115C,89,STORE-02
AM-302,Amul Cheese Block 200g,Cheese,Cheese,200g,175.17,189.43,396,51,Amul Foods Pvt Ltd,2,2025-12-24,Refrigerated,2025-08-02,B3009D,144,STORE-02
AM-1212,Amul Low Fat Yogurt 200g,Yogurt,Low,200g,188.62,194.57,8,95,Amul Ice Creams,1,2025-08-20,Refrigerated,2025-07-26,B5322A,25,STORE-04
AM-804,Amul Turmeric Milk 200ml,Beverages,Turmeric,200ml,30.42,44.96,420,33,Amul Ice Creams,5,2025-08-20,Ambient,2025-06-29,B8258D,52,WH-01
AM-1230,Amul Kool Badam Beverages 200g,Beverages,Kool,200g,240.15,252.08,249,27,Gujarat Co-op,7,2025-10-02,Ambient,2025-07-22,B5258B,72,STORE-01
AM-902,Amul High Protein Milk 200ml,Protein,High,200ml,35.93,49.43,242,25,Amul Ice Creams,6,2026-04-06,Ambient,2025-08-01,B3102B,248,WH-03
AM-804,Amul Turmeric Milk 200ml,Beverages,Turmeric,200ml,30.43,44.75,231,64,Amul Value Added,6,2025-09-01,Ambient,2025-07-23,B9655C,40,WH-01
AM-1230,Amul Kool Badam Beverages 200g,Beverages,Kool,200g,238.08,249.93,483,60,Amul Value Added,1,2025-08-25,Ambient,2025-05-15,B8255B,102,STORE-02
AM-005,Amul Lactose-Free Milk 1L,Dairy Milk,Lactose-Free,1L,67.4,78.68,149,86,Amul Protein Division,2,2025-08-20,Refrigerated,2025-08-07,B1124D,13,STORE-05
AM-1230,Amul Kool Badam Beverages 200g,Beverages,Kool,200g,242.65,250.34,317,45,Gujarat Co-op,7,2025-10-02,Ambient,2025-07-11,B5256B,83,STORE-03
AM-1224,Amul Keto Cheese Functional 500g,Functional,Keto,500g,216.58,229.84,179,86,Amul Beverages,6,2025-10-21,Ambient,2025-07-06,B9207D,107,WH-01
AM-1223,Amul Slim Dairy Milk 1kg,Dairy Milk,Slim,1kg,245.29,258.68,156,14,Amul Ice Creams,3,2025-08-20,Refrigerated,2025-08-11,B8803D,9,STORE-01
AM-1213,Amul Pizza Cheese 200ml,Cheese,Pizza,200ml,116.85,120.58,445,46,Amul Chocolate Works,7,2025-11-17,Refrigerated,2025-08-11,B4915A,98,STORE-04
AM-1213,Amul Pizza Cheese 200ml,Cheese,Pizza,200ml,103.21,114.69,250,24,Amul Chocolate Works,4,2025-09-01,Refrigerated,2025-05-31,B8699A,93,WH-02
AM-1218,Amul Salted Butter 200ml,Butter,Salted,200ml,305.73,311.84,437,59,Amul Protein Division,7,2025-08-19,Refrigerated,2025-05-05,B6257B,106,STORE-04
AM-1229,Amul Low Fat Yogurt 1L,Yogurt,Low,1L,229.38,241.22,29,27,Amul Protein Division,6,2025-08-19,Refrigerated,2025-07-22,B4376C,28,STORE-03
AM-1222,Amul Buttermilk Beverages 1L,Beverages,Buttermilk,1L,288.68,298.49,264,21,Amul Value Added,7,2025-10-18,Ambient,2025-07-19,B2200C,91,WH-01
AM-802,Amul Kool Café 200ml,Beverages,Kool,200ml,27.78,34.91,426,18,Amul Value Added,1,2025-10-02,Ambient,2025-07-20,B8000D,74,STORE-03
AM-1217,Amul Yogurt 500ml,Yogurt,Yogurt,500ml,154.51,166.24,459,93,Amul Protein Division,2,2025-08-26,Refrigerated,2025-08-12,B1771B,14,WH-03
AM-1220,Amul Protein Shake Protein 250g,Protein,Protein,250g,164.17,166.28,399,39,Amul Value Added,1,2025-10-02,Ambient,2025-03-16,B8206A,200,STORE-01
AM-1216,Amul Low Fat Yogurt 500ml,Yogurt,Low,500ml,175.31,184.9,488,35,Gujarat Co-op,3,2025-08-30,Refrigerated,2025-08-10,B1844D,20,STORE-03
AM-1209,Amul Block Cheese 250g,Cheese,Block,250g,283.73,288.47,427,37,Amul Value Added,3,2025-10-30,Refrigerated,2025-05-07,B5833D,176,STORE-01
AM-902,Amul High Protein Milk 200ml,Protein,High,200ml,37.33,50.13,383,20,Amul Value Added,6,2026-05-08,Ambient,2025-07-10,B9898C,302,WH-03
AM-1221,Amul Milkshake Beverages 1L,Beverages,Milkshake,1L,158.9,165.98,466,54,Amul Ice Creams,4,2025-08-22,Ambient,2025-04-27,B5453D,117,STORE-04
AM-005,Amul Lactose-Free Milk 1L,Dairy Milk,Lactose-Free,1L,66.29,70.03,416,64,Gujarat Co-op,3,2025-08-21,Refrigerated,2025-08-12,B2942D,9,WH-03
AM-1236,Amul Immunity Booster Functional 250g,Functional,Immunity,250g,172.47,186.43,490,88,Amul Chocolate Works,7,2025-10-03,Ambient,2025-06-04,B6073A,121,STORE-01
AM-901,Amul PRO Whey Protein 500g,Protein,PRO,500g,561.01,568.88,435,89,Amul Value Added,6,2025-10-14,Ambient,2025-04-07,B5110C,190,STORE-03
AM-803,Amul Kool Badam 200ml,Beverages,Kool,200ml,29.19,34.71,99,80,Amul Chocolate Works,1,2025-10-15,Ambient,2025-07-21,B6087A,86,STORE-03
AM-206,Amul Lite Butter 250g,Butter,Lite,250g,75.48,80.88,350,24,Amul Chocolate Works,5,2025-10-01,Refrigerated,2025-06-02,B3418C,121,STORE-04
AM-1225,Amul Malai Paneer 1L,Paneer,Malai,1L,117.28,119.75,441,44,Amul Beverages,2,2025-08-21,Refrigerated,2025-08-11,B9739A,10,WH-03
AM-001,Amul Gold Milk 1L,Dairy Milk,Gold,1L,60.03,73.81,325,63,Amul Foods Pvt Ltd,3,2025-08-23,Refrigerated,2025-08-11,B7074C,12,WH-03
AM-1103,Amul Haldi Doodh Powder 200g,Functional,Haldi,200g,157.21,166.9,140,95,Amul Beverages,3,2025-10-13,Ambient,2025-08-02,B2746A,72,WH-01
AM-107,Amul Vegan Ice Cream 500ml,Ice Cream,Vegan,500ml,120.42,126.59,80,71,Amul Dairy Anand,2,2026-02-28,Frozen,2025-04-01,B4730B,333,STORE-01
AM-403,Amul Probiotic Yogurt 100g,Yogurt,Probiotic,100g,23.4,31.42,163,71,Amul Beverages,7,2025-09-08,Refrigerated,2025-08-12,B3032C,27,STORE-05
AM-1102,Amul Keto Cheese 200g,Functional,Keto,200g,265.1,268.29,405,30,Amul Protein Division,6,2025-08-30,Ambient,2025-04-23,B8132D,129,STORE-03
AM-205,Amul Butter 500g,Butter,Butter,500g,152.74,155.13,168,10,Amul Beverages,2,2025-09-21,Refrigerated,2025-06-04,B4710A,109,WH-03
AM-104,Amul Vanilla 500ml,Ice Cream,Vanilla,500ml,88.72,103.11,409,57,Gujarat Co-op,1,2025-10-21,Frozen,2025-02-06,B7913A,257,WH-01
AM-1207,Amul Vegan 1L,Vegan,Vegan,1L,67.22,75.06,315,72,Gujarat Co-op,1,2025-11-15,Ambient,2025-07-22,B8428C,116,WH-02
AM-1205,Amul Probiotic Drink Functional 500ml,Functional,Probiotic,500ml,91.57,95.61,194,82,Amul Ice Creams,1,2025-09-10,Ambient,2025-07-29,B3436B,43,WH-02
AM-001,Amul Gold Milk 1L,Dairy Milk,Gold,1L,61.95,74.75,323,24,Amul Value Added,5,2025-08-23,Refrigerated,2025-08-11,B1882C,12,STORE-01
AM-1227,Amul Haldi Doodh Functional 200ml,Functional,Haldi,200ml,224.9,229.48,174,70,Amul Protein Division,1,2025-08-27,Ambient,2025-07-07,B7471C,51,STORE-01
AM-1211,Amul Keto Cheese Functional 1kg,Functional,Keto,1kg,214.98,221.14,5,57,Amul Dairy Anand,6,2025-09-16,Ambient,2025-08-06,B7705A,41,WH-03
AM-1210,Amul Low Fat Paneer 1kg,Paneer,Low,1kg,104.88,110.71,419,27,Amul Chocolate Works,7,2025-08-27,Refrigerated,2025-08-12,B4880D,15,STORE-04
AM-703,Amul Fruit & Nut Chocolate 150g,Chocolate,Fruit,150g,110.29,114.18,400,68,Amul Beverages,4,2025-09-11,Ambient,2024-12-27,B4943C,258,STORE-03
AM-701,Amul Dark Chocolate 150g,Chocolate,Dark,150g,104.59,106.71,82,98,Amul Value Added,1,2026-03-30,Ambient,2025-06-30,B9303C,273,WH-02
AM-304,Amul Mozzarella Cheese 200g,Cheese,Mozzarella,200g,181.62,188.71,419,49,Amul Beverages,2,2025-08-28,Refrigerated,2025-04-28,B1371B,122,STORE-02
AM-1219,Amul Low Fat Paneer 1L,Paneer,Low,1L,265.33,273.58,472,63,Amul Protein Division,7,2025-08-22,Refrigerated,2025-08-12,B8862D,10,STORE-04
AM-1210,Amul Low Fat Paneer 1kg,Paneer,Low,1kg,108.34,113.66,149,74,Amul Protein Division,3,2025-08-21,Refrigerated,2025-08-11,B7530B,10,WH-03
AM-703,Amul Fruit & Nut Chocolate 150g,Chocolate,Fruit,150g,111.54,118.98,74,39,Gujarat Co-op,3,2026-01-15,Ambient,2025-06-01,B8119C,228,STORE-03
AM-1201,Amul Full Cream Dairy Milk 1L,Dairy Milk,Full,1L,231.02,239.99,97,96,Amul Beverages,6,2025-08-22,Refrigerated,2025-08-11,B1536D,11,WH-03
AM-403,Amul Probiotic Yogurt 100g,Yogurt,Probiotic,100g,23.78,27.83,156,22,Amul Foods Pvt Ltd,4,2025-08-26,Refrigerated,2025-08-05,B8950A,21,STORE-05
AM-1208,Amul Unsalted Butter 100g,Butter,Unsalted,100g,85.13,97.28,85,85,Amul Ice Creams,6,2025-12-08,Refrigerated,2025-07-18,B8583A,143,WH-01
AM-1222,Amul Buttermilk Beverages 1L,Beverages,Buttermilk,1L,277.09,286.01,250,98,Gujarat Co-op,2,2025-09-11,Ambient,2025-07-06,B1916D,67,WH-03
AM-1235,Amul Turmeric Milk Beverages 200ml,Beverages,Turmeric,200ml,79.6,94.51,24,34,Amul Dairy Anand,3,2025-10-01,Ambient,2025-06-25,B2523C,98,STORE-02
AM-1225,Amul Malai Paneer 1L,Paneer,Malai,1L,126.52,135.68,350,69,Gujarat Co-op,6,2025-08-21,Refrigerated,2025-08-12,B1597D,9,WH-03
AM-1208,Amul Unsalted Butter 100g,Butter,Unsalted,100g,83.05,94.26,36,81,Amul Protein Division,5,2025-09-07,Refrigerated,2025-05-03,B6261B,127,STORE-05
AM-005,Amul Lactose-Free Milk 1L,Dairy Milk,Lactose-Free,1L,65.29,77.41,179,30,Amul Foods Pvt Ltd,6,2025-08-19,Refrigerated,2025-08-08,B5180A,11,STORE-02
AM-1216,Amul Low Fat Yogurt 500ml,Yogurt,Low,500ml,177.12,188.16,406,93,Amul Foods Pvt Ltd,3,2025-08-20,Refrigerated,2025-07-26,B4557D,25,STORE-02
AM-1103,Amul Haldi Doodh Powder 200g,Functional,Haldi,200g,164.85,168.98,90,63,Amul Value Added,5,2025-10-06,Ambient,2025-07-15,B5427B,83,STORE-05
AM-801,Amul Kool Koko 200ml,Beverages,Kool,200ml,25.3,35.67,258,93,Gujarat Co-op,3,2025-10-18,Ambient,2025-08-05,B1738D,74,STORE-02
AM-702,Amul Milk Chocolate 150g,Chocolate,Milk,150g,102.06,108.77,367,66,Amul Protein Division,4,2025-11-02,Ambient,2025-04-24,B9019C,192,WH-02
AM-1233,Amul Strawberry Ice Cream 500g,Ice Cream,Strawberry,500g,196.17,201.07,87,90,Amul Beverages,6,2025-11-02,Frozen,2025-01-01,B8865C,305,STORE-04
AM-804,Amul Turmeric Milk 200ml,Beverages,Turmeric,200ml,30.53,37.77,450,18,Amul Beverages,4,2025-11-13,Ambient,2025-07-26,B1793A,110,WH-02
AM-1211,Amul Keto Cheese Functional 1kg,Functional,Keto,1kg,212.69,215.64,469,44,Amul Protein Division,5,2025-09-13,Ambient,2025-08-04,B4175C,40,STORE-04
AM-1214,Amul High Protein Milk Protein 100g,Protein,High,100g,218.91,227.63,483,100,Amul Foods Pvt Ltd,3,2026-03-27,Ambient,2025-08-13,B3417B,226,STORE-02
AM-1212,Amul Low Fat Yogurt 200g,Yogurt,Low,200g,188.5,201.2,152,46,Amul Protein Division,3,2025-08-22,Refrigerated,2025-08-10,B3354A,12,STORE-02
AM-602,Amul Malai Paneer 1kg,Paneer,Malai,1kg,385.56,399.33,130,97,Amul Beverages,6,2025-08-19,Refrigerated,2025-08-04,B7209D,15,STORE-03
AM-107,Amul Vegan Ice Cream 500ml,Ice Cream,Vegan,500ml,120.08,132.39,158,96,Gujarat Co-op,4,2026-01-12,Frozen,2025-02-12,B9013D,334,STORE-02
AM-1206,Amul Soy Milk Vegan 200g,Vegan,Soy,200g,106.63,114.25,445,46,Amul Protein Division,1,2025-09-15,Ambient,2025-06-19,B1906C,88,STORE-04
AM-207,Amul Garlic Butter 100g,Butter,Garlic,100g,48.29,52.6,393,89,Amul Foods Pvt Ltd,4,2025-08-18,Refrigerated,2025-03-26,B6849A,145,STORE-04
AM-004,Amul Slim Milk 1L,Dairy Milk,Slim,1L,58.84,72.7,216,66,Amul Value Added,5,2025-08-22,Refrigerated,2025-08-10,B2660A,12,WH-03
AM-1101,Amul Immunity Booster Drink 200ml,Functional,Immunity,200ml,36.2,43.62,23,95,Amul Beverages,4,2025-09-06,Ambient,2025-07-22,B9979C,46,WH-03
AM-703,Amul Fruit & Nut Chocolate 150g,Chocolate,Fruit,150g,111.27,116.98,214,87,Amul Beverages,4,2025-09-12,Ambient,2025-02-23,B3673B,201,WH-03
AM-107,Amul Vegan Ice Cream 500ml,Ice Cream,Vegan,500ml,122.83,126.89,252,23,Amul Chocolate Works,6,2025-08-28,Frozen,2025-02-27,B8245C,182,WH-03
AM-1205,Amul Probiotic Drink Functional 500ml,Functional,Probiotic,500ml,89.8,100.19,251,48,Amul Protein Division,1,2025-10-09,Ambient,2025-07-11,B7273C,90,STORE-05
