SKU_ID,Product_Name,Category,Sub_Category,Pack_Size,Unit_Cost_Price,Unit_Selling_Price,Stock_Quantity,Reorder_Level,Supplier_Name,Supplier_Lead_Time_Days,Expiry_Date,Storage_Type,Manufacturing_Date,Batch_Number,Shelf_Life_Days,Location
45319204,Amul Slim UHT Milk 1L,UHT & Long Life,Others,1L,150,204.06,292,710,Collins Group,14,2025-05-05,Hot Storage,2025-02-27,B2766,67,Warehouse-2
97241768,Amul Chocolate Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,433.68,207,324,Marshall PLC,23,2026-03-19,Cold Storage,2025-06-06,B1954,286,Warehouse-1
92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,Cheese Slices,200g,357,431.29,434,416,"Rodriguez, Sanders and Rodriguez",2,2024-10-17,Frozen,2024-10-04,B7853,13,Warehouse-5
71930565,Amul Cow Ghee 1L,Ghee & Cooking Essentials,Cow Ghee,1L,800,983.74,359,316,"Hernandez, Hester and Becker",20,2025-07-13,Chilled,2024-09-18,B3716,298,Warehouse-10
34223963,Amul Vanilla Muffin 90g,Bakery Items,Others,90g,51,73.75,383,531,"Nguyen, Miller and Guerra",27,2025-10-07,hot & Cold Storage,2025-04-27,B3951,163,Warehouse-9
40563084,Amul Pure Ghee 500ml,Ghee & Cooking Essentials,Cow Ghee,500ml,411,461.53,110,347,Mason-Cook,15,2025-02-10,Room Temperature,2024-12-13,B4980,59,Warehouse-6
44564353,Amul Fresh Cream 250ml,Dairy Products,Others,250ml,100,117.9,121,716,Hinton-Harper,23,2025-11-16,Room Temperature,2025-07-03,B9028,136,Warehouse-10
11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,Buffalo Ghee,1L,703,991.5,236,972,Middleton Group,19,2026-02-10,Hot Storage,2025-07-13,B6258,212,Warehouse-3
16994393,Amul Taaza Milk 1L,Dairy Products,Others,1L,100,115.43,142,240,Jackson Group,8,2026-02-14,Hot Storage,2025-03-21,B3072,330,Warehouse-8
88384214,Amul Lite Spread 250g,Butter & Spreads,Cheese Spread,250g,54,60.6,325,699,Gallagher-Taylor,30,2024-12-13,Frozen,2024-10-13,B3110,61,Warehouse-1
26598550,Amul Masti Buttermilk 500ml,Dairy Products,Others,500ml,100,129.68,309,199,Schwartz and Sons,8,2025-06-27,Chilled,2024-09-09,B5618,291,Warehouse-9
34223963,Amul Vanilla Muffin 90g,Bakery Items,Others,90g,51,71.96,454,706,Maldonado Ltd,6,2026-03-24,hot & Cold Storage,2025-08-16,B1696,220,Warehouse-8
11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,Buffalo Ghee,1L,703,1003.02,225,161,"Oconnor, Evans and Stout",28,2025-05-22,Hot Storage,2024-09-13,B5131,251,Warehouse-9
23548091,Amul Chocozoo Kids Pack 250g,Chocolates,Milk Chocolate,250g,150,210.63,321,631,Gray-Fields,23,2024-11-24,Cold Storage,2024-11-10,B1348,14,Warehouse-8
59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,Mozzarella Cheese,200g,500,647.86,278,107,Reynolds-Salinas,15,2025-06-03,Room Temperature,2024-12-29,B9576,156,Warehouse-9
97994268,Amul Butter Scotch Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,376.13,158,749,Pratt Group,20,2026-02-13,Cold Storage,2025-02-19,B8241,359,Warehouse-5
71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,Dark Chocolate,150g,30,44.43,414,315,Perez PLC,17,2025-05-30,Cold Storage,2025-05-10,B4414,20,Warehouse-6
45319204,Amul Slim UHT Milk 1L,UHT & Long Life,Others,1L,150,171.45,193,911,"Strickland, Diaz and Wells",28,2024-12-26,Hot Storage,2024-08-29,B2046,119,Warehouse-5
93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,Others,200g,150,177.75,132,461,Stanley-Barber,24,2025-09-18,hot & Cold Storage,2024-09-20,B5709,363,Warehouse-10
80405061,Amul A2 Cow Milk 1L,Others,Others,1L,500,749.67,261,442,Freeman-Daugherty,24,2025-07-10,Refrigerated,2025-02-17,B7602,143,Warehouse-6
21750991,Amul Greek Yogurt Strawberry 100g,Probiotic & Health Range,Greek Yogurt,100g,223,284.05,490,885,"Fleming, Gutierrez and Solis",14,2025-08-02,hot & Cold Storage,2025-01-17,B6380,197,Warehouse-5
46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,Processed Cheese,200g,238,341.48,448,717,"Rodriguez, Page and Leon",22,2025-09-28,Refrigerated,2025-06-21,B9354,99,Warehouse-4
6094027,Amul Kool Flavoured Milk Bottle 200ml,Beverages,Flavored Milk Drink,200ml,120,147.38,356,705,"Coleman, Dillon and Boyer",29,2025-10-21,Cold Storage,2025-02-18,B6387,245,Warehouse-5
24078757,Amul Kesar Pista Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,346.86,483,303,Johnson LLC,21,2026-01-12,hot & Cold Storage,2025-01-25,B6513,352,Warehouse-8
58937020,Amul Chocolate Brownie 100g,Bakery Items,Others,100g,218,242.82,297,500,Kemp-King,20,2026-01-07,Refrigerated,2025-06-25,B3840,196,Warehouse-7
48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,Others,200ml,600,746.64,214,799,"Silva, Wilson and Lewis",3,2025-10-08,Ambient,2025-08-19,B1000,50,Warehouse-7
70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,Cheese Spread,200g,68,90.51,235,144,"Alvarado, Wright and Young",26,2024-11-27,hot & Cold Storage,2024-10-28,B2403,30,Warehouse-8
48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,Others,200ml,600,827.31,443,347,Wells-Martin,17,2025-12-02,Ambient,2025-03-07,B3424,270,Warehouse-3
37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,366.68,272,626,Lyons PLC,25,2025-04-20,Cold Storage,2024-11-12,B7901,159,Warehouse-8
26598550,Amul Masti Buttermilk 500ml,Dairy Products,Others,500ml,100,126.47,335,400,Smith-Phillips,22,2025-11-18,Chilled,2025-07-18,B4432,123,Warehouse-7
64335100,Amul Slim & Trim Milk 500ml,Dairy Products,Others,500ml,100,125.85,110,810,"Wallace, Beard and Spencer",10,2024-12-25,Ambient,2024-11-06,B5256,49,Warehouse-4
62232487,Amul Milk Chocolate 150g,Chocolates,Milk Chocolate,150g,115,164.04,449,258,"Brown, Lindsey and Austin",8,2025-11-04,Ambient,2025-04-07,B3602,211,Warehouse-5
92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,Cheese Slices,200g,357,482.12,336,266,Thomas-Contreras,23,2025-11-16,Frozen,2025-08-17,B8507,91,Warehouse-9
68137847,Amul Kulfi 60ml,Ice Creams,Kulfi,60ml,107,146.55,295,881,"Brown, Mueller and Murphy",9,2025-10-14,Room Temperature,2024-10-25,B8941,354,Warehouse-7
45319204,Amul Slim UHT Milk 1L,UHT & Long Life,Others,1L,150,177.15,126,627,Rubio Group,16,2025-01-31,Hot Storage,2024-11-14,B2098,78,Warehouse-10
93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,Others,200g,150,209.08,211,964,Wheeler PLC,16,2024-12-19,hot & Cold Storage,2024-09-29,B9360,81,Warehouse-7
14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,Others,150g,550,674.76,310,767,Baker Inc,25,2026-07-16,Refrigerated,2025-08-02,B2967,348,Warehouse-3
68137847,Amul Kulfi 60ml,Ice Creams,Kulfi,60ml,107,154.36,173,741,Fernandez-Mcdowell,24,2025-08-26,Room Temperature,2025-06-21,B6276,66,Warehouse-7
25444452,Amul Ice Cream Cake 1kg,Others,Others,1kg,500,620.2,211,386,Foster-Evans,7,2026-01-11,hot & Cold Storage,2025-07-02,B1038,193,Warehouse-10
33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,Probiotic Curd,400g,250,348.27,498,402,"Manning, Evans and Gutierrez",29,2025-11-19,Frozen,2024-12-18,B2451,336,Warehouse-7
28937579,Amul Chocolate Donut 80g,Bakery Items,Others,80g,429,530.13,109,410,"Juarez, Martinez and Williams",24,2025-03-15,Refrigerated,2025-03-03,B5359,12,Warehouse-6
11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,Buffalo Ghee,1L,703,787.21,363,959,Evans-Hodges,8,2025-10-05,Hot Storage,2024-10-26,B7008,344,Warehouse-7
71930565,Amul Cow Ghee 1L,Ghee & Cooking Essentials,Cow Ghee,1L,800,1043.21,264,506,"Turner, Gibson and Howard",30,2025-01-10,Chilled,2024-12-07,B7767,34,Warehouse-3
45007361,Amul Vanilla Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,149,177.54,450,133,"Herrera, Bird and Cervantes",3,2025-08-14,hot & Cold Storage,2025-03-21,B6604,146,Warehouse-2
97241768,Amul Chocolate Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,343.51,385,770,Beasley Inc,19,2026-04-13,Cold Storage,2025-07-11,B1901,276,Warehouse-2
70549300,Amul Dark Chocolate 150g,Chocolates,Dark Chocolate,150g,114,140.07,220,608,"Kent, Jackson and Mejia",2,2025-05-04,hot & Cold Storage,2024-12-10,B7552,145,Warehouse-10
88384214,Amul Lite Spread 250g,Butter & Spreads,Cheese Spread,250g,54,78.53,282,444,Sanders-Smith,12,2025-01-17,Frozen,2024-09-04,B3958,135,Warehouse-1
14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,Others,150g,550,812.72,233,713,Soto PLC,14,2025-12-21,Refrigerated,2025-04-22,B6703,243,Warehouse-6
68165390,Amul Kool Café 200ml,Beverages,Others,200ml,51,58.51,280,421,Carpenter Inc,27,2025-06-14,Cold Storage,2024-09-30,B5968,257,Warehouse-4
31256377,Amul Happy Treats Veggie Stix 400g,Others,Others,400g,500,581.93,113,239,"Knight, West and Douglas",28,2025-08-29,Ambient,2025-04-01,B4207,150,Warehouse-1
40523156,Amul Taaza UHT Milk 1L,UHT & Long Life,Others,1L,150,166.81,263,327,Peterson and Sons,11,2025-03-02,Frozen,2025-01-18,B4232,43,Warehouse-8
64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,Others,250ml,150,198.63,276,337,Haynes-Castillo,1,2026-03-08,hot & Cold Storage,2025-06-16,B2518,265,Warehouse-3
18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,Frozen Sweets,400g,250,349.1,132,973,"Lewis, Ramirez and Elliott",27,2025-06-26,Cold Storage,2024-09-15,B3858,284,Warehouse-5
97994268,Amul Butter Scotch Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,370.3,194,616,"Thomas, Fitzgerald and James",29,2025-07-29,Cold Storage,2025-01-15,B3510,195,Warehouse-8
24078757,Amul Kesar Pista Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,342.92,497,647,Peters Group,3,2025-05-22,hot & Cold Storage,2024-11-08,B2270,195,Warehouse-2
18798487,Amul Cheese Danish 120g,Bakery Items,Others,120g,53,62.73,385,567,"Ramsey, Luna and Fischer",9,2025-06-27,Cold Storage,2025-01-20,B7744,158,Warehouse-1
16367289,Amul Strawberry Magic 750ml,Ice Creams,Others,750ml,300,444.86,354,368,"Rice, Maxwell and Edwards",9,2025-08-12,Ambient,2025-05-22,B8512,82,Warehouse-2
70167474,Amul Frozen Paratha 400g,Bakery & Frozen,Frozen Paratha,400g,250,363.61,497,636,Perez Group,26,2026-03-25,Chilled,2025-05-08,B2619,321,Warehouse-1
24078757,Amul Kesar Pista Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,367.6,317,410,Marshall PLC,19,2025-08-10,hot & Cold Storage,2025-07-09,B6536,32,Warehouse-8
83184284,Amul Kool Koko 200ml,Beverages,Others,200ml,120,146.87,366,528,Fowler Group,21,2025-06-13,Cold Storage,2024-09-27,B1470,259,Warehouse-5
26598550,Amul Masti Buttermilk 500ml,Dairy Products,Others,500ml,100,135.09,418,180,Neal-Elliott,13,2025-08-09,Chilled,2025-04-21,B6159,110,Warehouse-7
57937380,Amul Protein Shake Chocolate 200ml,Health & Nutrition,Others,200ml,600,869.99,317,960,Cooke-Jordan,19,2025-03-24,Refrigerated,2024-12-13,B8766,101,Warehouse-5
16267619,Amul Garlic & Herbs Butter 100g,Butter & Spreads,Others,100g,50,63.09,335,142,Clark Group,21,2026-01-29,Room Temperature,2025-03-30,B7480,305,Warehouse-10
84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,Greek Yogurt,100g,178,234.39,478,740,"Haas, Williams and Nunez",29,2025-10-29,Room Temperature,2025-01-16,B2652,286,Warehouse-10
91017437,Amul Lactose-Free Milk 1L,Dairy Products,Others,1L,100,122.05,163,424,Ross-Molina,26,2025-04-07,Frozen,2024-11-17,B5352,141,Warehouse-4
45319204,Amul Slim UHT Milk 1L,UHT & Long Life,Others,1L,150,215.73,190,444,Banks-Avila,27,2025-12-05,Hot Storage,2025-03-19,B1333,261,Warehouse-10
41910047,Amul Gold UHT Milk 1L,UHT & Long Life,Others,1L,150,207.69,263,533,Jones Inc,15,2024-12-01,Chilled,2024-10-26,B4310,36,Warehouse-3
70134094,Amul Tru Apple Juice 200ml,Beverages,Juice,200ml,74,98.08,285,862,Moreno-Lewis,4,2025-10-20,Room Temperature,2025-08-08,B3997,73,Warehouse-5
81997831,Amul Cheese Crackers 120g,Snacks & Savories,Others,120g,509,702.95,455,575,Garcia PLC,22,2025-06-15,Room Temperature,2025-02-25,B5972,110,Warehouse-1
7241154,Amul Rajbhog Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,351.39,289,757,"Carney, Herrera and Smith",15,2025-08-14,Room Temperature,2024-11-07,B1022,280,Warehouse-8
94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,Cheese Spread,200g,100,144.35,166,262,"Brown, Mejia and Rodriguez",2,2025-11-10,hot & Cold Storage,2025-03-22,B4965,233,Warehouse-3
71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,Dark Chocolate,150g,30,33.22,442,422,"Casey, Casey and Shelton",2,2026-07-19,Cold Storage,2025-08-04,B1876,349,Warehouse-9
88384214,Amul Lite Spread 250g,Butter & Spreads,Cheese Spread,250g,54,64.9,104,968,Hughes Group,17,2025-06-20,Frozen,2025-04-11,B6474,70,Warehouse-7
68137847,Amul Kulfi 60ml,Ice Creams,Kulfi,60ml,107,131.63,100,819,Montoya and Sons,5,2024-11-13,Room Temperature,2024-09-06,B4268,68,Warehouse-5
94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,Cheese Spread,200g,100,125.89,233,703,Farley Ltd,3,2025-07-22,hot & Cold Storage,2024-11-22,B2150,242,Warehouse-4
43280889,Amul Malai Paneer 1kg,Dairy Products,Paneer Blocks,1kg,100,128.52,476,265,"Wheeler, Davis and Campbell",21,2025-10-06,Cold Storage,2025-05-12,B6682,147,Warehouse-8
40563084,Amul Pure Ghee 500ml,Ghee & Cooking Essentials,Cow Ghee,500ml,411,572.35,166,485,Mills Group,1,2025-05-10,Room Temperature,2024-11-18,B2367,173,Warehouse-6
54796676,Amul White Butter 500g,Ghee & Cooking Essentials,Others,500g,800,1001.67,406,652,Gilbert-Cooper,26,2025-09-22,hot & Cold Storage,2025-01-11,B7088,254,Warehouse-9
91980489,Amul Masala Peanuts 250g,Snacks & Savories,Others,250g,258,314.01,354,104,Pearson PLC,23,2025-12-16,Cold Storage,2025-07-10,B4767,159,Warehouse-7
36576395,Amul Kool Café Can 250ml,Others,Others,250ml,500,741.84,479,503,Weaver Ltd,17,2025-12-13,Ambient,2025-08-11,B2234,124,Warehouse-7
43726257,Amul Shrikhand Kesar 500g,Specialty Products,Others,500g,400,587.71,123,600,Maldonado-Hayes,3,2025-10-17,Room Temperature,2025-01-25,B3238,265,Warehouse-9
93245593,Amul Multigrain Dahi 200g,Health & Nutrition,Others,200g,158,230.34,204,573,"Lewis, Rivera and Taylor",29,2025-12-19,Cold Storage,2025-03-08,B8324,286,Warehouse-9
206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,Cooking Ghee,500g,800,1000.73,228,696,Rodriguez-Leblanc,7,2026-02-20,Hot Storage,2025-03-10,B5913,347,Warehouse-8
56068016,Amul Fortified Milk 1L,Health & Nutrition,Others,1L,600,741.46,120,456,Rodriguez-Scott,18,2025-10-22,Refrigerated,2024-12-04,B6683,322,Warehouse-7
91980489,Amul Masala Peanuts 250g,Snacks & Savories,Others,250g,258,314.41,133,501,"Hester, Holt and Rios",20,2025-02-02,Cold Storage,2024-12-27,B3651,37,Warehouse-6
79195263,Amul Kool Saffron Milk 200ml,Beverages,Others,200ml,120,167.77,319,793,"Leon, Everett and White",21,2025-02-02,Ambient,2025-01-14,B4215,19,Warehouse-7
12337385,Amul Shrikhand Elaichi 500g,Specialty Products,Others,500g,400,590.73,133,520,Reyes-Durham,3,2025-09-16,Ambient,2024-10-30,B4369,321,Warehouse-8
68165390,Amul Kool Café 200ml,Beverages,Others,200ml,51,70.99,298,609,Gibson Inc,29,2026-02-03,Cold Storage,2025-07-07,B3561,211,Warehouse-5
45319204,Amul Slim UHT Milk 1L,UHT & Long Life,Others,1L,150,205.74,241,490,Middleton and Sons,27,2025-10-09,Hot Storage,2025-01-08,B9688,274,Warehouse-4
34223963,Amul Vanilla Muffin 90g,Bakery Items,Others,90g,51,71.23,438,732,"Mitchell, Hampton and Wang",21,2025-08-10,hot & Cold Storage,2024-09-16,B8778,328,Warehouse-1
71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,Dark Chocolate,150g,30,33.58,301,605,"Mccarthy, Williams and Medina",20,2025-10-28,Cold Storage,2025-01-31,B1871,270,Warehouse-1
91017437,Amul Lactose-Free Milk 1L,Dairy Products,Others,1L,100,136.21,184,227,Johnson-Larson,6,2025-05-10,Frozen,2024-11-06,B4188,185,Warehouse-10
53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,Cheddar Cheese,200g,500,705.24,383,434,Hernandez Group,1,2026-05-21,Cold Storage,2025-06-10,B4835,345,Warehouse-6
97719922,Amul Cheese Block 500g,Cheese & Cheese Products,Cream Cheese,500g,500,742.93,158,120,"Jones, Woods and Blanchard",18,2025-11-21,Room Temperature,2025-02-04,B2608,290,Warehouse-8
33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,Probiotic Curd,400g,250,338.96,357,857,"Thomas, Myers and Williams",5,2025-09-26,Frozen,2024-10-19,B2574,342,Warehouse-4
43280889,Amul Malai Paneer 1kg,Dairy Products,Paneer Blocks,1kg,100,132.01,324,789,Edwards Inc,14,2026-04-04,Cold Storage,2025-04-10,B6954,359,Warehouse-10
46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,Processed Cheese,200g,238,337.66,222,169,Hobbs Inc,24,2025-06-02,Refrigerated,2024-09-15,B7350,260,Warehouse-10
14415647,Amul Kool Rose Milk 200ml,Beverages,Others,200ml,120,168.64,373,973,Murray-Miller,17,2026-01-25,Room Temperature,2025-03-15,B3713,316,Warehouse-8
14701085,Amul Kool Elaichi Milk 200ml,Beverages,Lassi,200ml,120,167.72,425,783,Tapia LLC,17,2025-06-09,Hot Storage,2024-09-18,B5008,264,Warehouse-3
79195263,Amul Kool Saffron Milk 200ml,Beverages,Others,200ml,120,171.77,213,623,"Holloway, Pollard and Williams",24,2026-02-11,Ambient,2025-06-03,B2120,253,Warehouse-1
97994268,Amul Butter Scotch Ice Cream 1L,Ice Creams,Premium Ice Cream,1L,300,404.41,362,159,"Evans, Fischer and Mckinney",7,2025-02-26,Cold Storage,2024-10-06,B5670,143,Warehouse-2
78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,Gouda Cheese,200g,500,747.09,141,162,Hansen PLC,8,2024-09-15,Hot Storage,2024-08-23,B4201,23,Warehouse-3
71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),Others,250ml,600,769.59,431,178,"Mathis, Roman and Richardson",24,2025-03-28,Refrigerated,2025-02-04,B5448,52,Warehouse-3
54796676,Amul White Butter 500g,Ghee & Cooking Essentials,Others,500g,800,956.38,290,438,"Clark, Fox and Riley",14,2025-03-14,hot & Cold Storage,2025-02-11,B3794,31,Warehouse-9
91503640,Amul Spiced Buttermilk 500ml,Dairy Products,Others,500ml,99,146.89,207,353,Stewart-Curtis,29,2026-03-06,Room Temperature,2025-06-13,B9841,266,Warehouse-4
82147020,Amul Almond Bar 40g,Chocolates,Others,40g,57,72.13,235,845,Francis-Johnson,27,2025-07-13,Room Temperature,2024-09-13,B1725,303,Warehouse-10
70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,Cheese Spread,200g,68,98.4,151,898,Miller PLC,19,2025-07-09,hot & Cold Storage,2025-05-17,B6968,53,Warehouse-9
42543602,Amul Choco Milk 200ml,Beverages (New Flavors),Others,200ml,301,405.86,285,549,Mcmahon Ltd,12,2026-01-07,hot & Cold Storage,2025-01-17,B2794,355,Warehouse-2
84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,Greek Yogurt,100g,178,241.1,456,909,Davis Group,13,2025-08-07,Room Temperature,2025-06-05,B1755,63,Warehouse-5
81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,Others,100g,436,607.5,445,588,Brewer Ltd,17,2024-12-01,Hot Storage,2024-10-05,B8520,57,Warehouse-3
43726257,Amul Shrikhand Kesar 500g,Specialty Products,Others,500g,400,479.21,464,226,Davis and Sons,3,2025-08-02,Room Temperature,2024-08-29,B5497,338,Warehouse-1
36576395,Amul Kool Café Can 250ml,Others,Others,250ml,500,554.36,137,292,Phillips-Carpenter,5,2025-08-31,Ambient,2025-03-21,B1370,163,Warehouse-10
31256377,Amul Happy Treats Veggie Stix 400g,Others,Others,400g,500,648.26,130,150,Ryan-Martinez,29,2025-11-02,Ambient,2024-12-14,B9147,323,Warehouse-3
64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,Others,250ml,150,208.64,305,758,"Smith, Mcconnell and Hudson",12,2025-07-17,hot & Cold Storage,2024-10-20,B9761,270,Warehouse-4
12571772,Amul Basundi 1L,Specialty Products,Others,1L,400,460.82,189,644,Delacruz-Bryant,16,2026-07-26,hot & Cold Storage,2025-08-07,B5205,353,Warehouse-6
37245757,Amul Spicy Potato Chips 200g,Snacks & Savories,Others,200g,54,66.09,145,793,"Ray, Wright and Morton",19,2026-01-10,Frozen,2025-06-07,B4010,217,Warehouse-1
21750991,Amul Greek Yogurt Strawberry 100g,Probiotic & Health Range,Greek Yogurt,100g,223,263.76,126,153,"Wells, Castro and Smith",29,2025-10-29,hot & Cold Storage,2025-02-07,B1040,264,Warehouse-4
91017437,Amul Lactose-Free Milk 1L,Dairy Products,Others,1L,100,115.56,302,969,Parker-Alvarado,2,2026-02-03,Frozen,2025-07-21,B7535,197,Warehouse-3
12337385,Amul Shrikhand Elaichi 500g,Specialty Products,Others,500g,400,599.54,248,399,Acosta-Thomas,27,2024-11-12,Ambient,2024-10-10,B3104,33,Warehouse-8
78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,Gouda Cheese,200g,500,743.83,420,877,Lloyd-Riley,4,2026-04-18,Hot Storage,2025-07-10,B1223,282,Warehouse-5
11289388,Amul Rasmalai 500g,Specialty Products,Others,500g,400,595.4,427,888,Martinez-Robbins,10,2025-06-29,Frozen,2025-01-13,B1280,167,Warehouse-10
81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,Others,100g,436,646.26,402,566,"Page, Romero and Reed",30,2024-09-24,Hot Storage,2024-09-02,B3511,22,Warehouse-9
25444452,Amul Ice Cream Cake 1kg,Others,Others,1kg,500,710.51,401,382,Blankenship LLC,5,2025-10-26,hot & Cold Storage,2024-11-30,B8961,330,Warehouse-6
43280889,Amul Malai Paneer 1kg,Dairy Products,Paneer Blocks,1kg,100,142.57,285,105,"Barnes, Woods and Reed",11,2025-08-06,Cold Storage,2024-09-15,B7841,325,Warehouse-1
1148473,Amul Camel Milk 500ml,Others,Others,500ml,500,679.36,472,950,Palmer Ltd,6,2026-06-30,Frozen,2025-08-04,B4347,330,Warehouse-5
91503640,Amul Spiced Buttermilk 500ml,Dairy Products,Others,500ml,99,113.03,463,436,Reyes-Campbell,16,2025-09-11,Room Temperature,2025-04-09,B3502,155,Warehouse-2
62882309,Amul Frozen Paneer Tikka 500g,Bakery & Frozen,Frozen Paratha,500g,250,285.51,339,567,"Jensen, Matthews and Alvarado",15,2025-11-01,Hot Storage,2025-07-08,B4314,116,Warehouse-4
21365294,Amul Greek Yogurt Blueberry 100g,Probiotic & Health Range,Greek Yogurt,100g,245,355.06,148,743,Sanders Ltd,2,2025-06-21,Chilled,2024-09-21,B3748,273,Warehouse-7
69924743,Amul Shrikhand Mango 500g,Specialty Products,Others,500g,400,472.23,291,433,"Mcdonald, Watson and Sullivan",8,2025-07-21,Ambient,2025-06-14,B6451,37,Warehouse-4
83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,Cheese Spread,200g,177,217.79,382,877,"Johnson, Mcguire and Morton",24,2025-09-18,Ambient,2024-10-07,B4479,346,Warehouse-8
68137847,Amul Kulfi 60ml,Ice Creams,Kulfi,60ml,107,147.03,410,525,"Watkins, Woodard and Cox",24,2025-03-12,Room Temperature,2024-11-28,B8343,104,Warehouse-6
79195263,Amul Kool Saffron Milk 200ml,Beverages,Others,200ml,120,143.48,168,966,Li-Scott,1,2025-05-18,Ambient,2025-04-09,B1063,39,Warehouse-7
31256377,Amul Happy Treats Veggie Stix 400g,Others,Others,400g,500,736.25,339,527,Mckinney-Salinas,9,2025-02-20,Ambient,2024-09-09,B4199,164,Warehouse-2
